Cell_ID	Cluster	Trajectory_ID	Pseudo_time	X_coord	Y_coord	SR_Value	SR_Category	cell	sub
Cell_1063	1	1	NA	1.63254131835343	-3.40104879724345	0.653155629406683	Low	Cell_1063	1
Cell_1064	3	1	NA	2.95943373342525	6.77727384007134	0.684953638352454	Medium	Cell_1064	1
Cell_1065	1	1	NA	-4.83889649034702	-3.38928228680517	0.538860777160153	Low	Cell_1065	1
Cell_1066	1	1	NA	-2.41603149093914	-3.46856459526674	0.856575094396248	High	Cell_1066	1
Cell_1067	1	1	NA	0.353501583283453	-2.44089907284976	0.775461364537477	Medium	Cell_1067	1
Cell_1068	2	1	NA	2.09826379614828	-0.509739736584315	0.567932698177174	Low	Cell_1068	1
Cell_1069	2	1	NA	2.64923032708726	-0.757213765255275	0.987081847037189	High	Cell_1069	1
Cell_107	1	1	NA	-2.74037316687067	-3.80766152968003	0.957219093455933	High	Cell_107	1
Cell_1070	2	1	NA	5.17087292938091	3.49983851592963	0.780981579446234	Medium	Cell_1070	1
Cell_1071	2	1	NA	4.22810007745351	4.32610452901544	0.894204690819606	High	Cell_1071	1
Cell_1072	2	1	NA	2.68886398847081	0.127013111811643	0.924457042128779	High	Cell_1072	1
Cell_1073	2	1	NA	3.80296235031943	0.859581915655179	0.939020887366496	High	Cell_1073	1
Cell_1074	1	1	NA	-1.76480343716707	-0.632203531509295	0.900238186935894	High	Cell_1074	1
Cell_1075	1	1	NA	-4.40942883158575	-4.35648543531473	0.820074243238196	Medium	Cell_1075	1
Cell_1076	2	1	NA	3.01508821124358	2.05111798995051	0.814463880378753	Medium	Cell_1076	1
Cell_1077	3	1	NA	-1.64741642951136	9.33106306568846	0.635704502346925	Low	Cell_1077	1
Cell_1078	3	1	NA	2.01866018185975	7.45882239713061	0.514969912706874	Low	Cell_1078	1
Cell_1079	1	1	NA	0.497578974190654	-0.830474385948873	0.70993210747838	Medium	Cell_1079	1
Cell_108	2	1	NA	2.5385831026979	-0.159349164489552	0.804367491160519	Medium	Cell_108	1
Cell_1080	1	1	NA	-0.871225379896482	-2.37509270167058	0.677717335522175	Medium	Cell_1080	1
Cell_1081	1	1	NA	0.624549789160712	-2.61262382331484	0.696165626985021	Medium	Cell_1081	1
Cell_1082	2	1	NA	3.14089836348881	2.19354174774197	0.585968416184187	Low	Cell_1082	1
Cell_1083	2	1	NA	1.55334301740833	-0.509529237324092	0.659821059671231	Low	Cell_1083	1
Cell_1084	3	1	NA	2.10381500654171	8.08449919717735	0.706777532119304	Medium	Cell_1084	1
Cell_1085	2	1	NA	4.25137161265966	3.92489419053113	0.879667848348618	High	Cell_1085	1
Cell_1086	1	1	NA	-3.39945801553147	-4.19114021294703	0.635945102549158	Low	Cell_1086	1
Cell_1087	1	1	NA	-1.9917945932364	-0.534781929406493	0.557791228522547	Low	Cell_1087	1
Cell_1088	2	1	NA	3.79294879585581	4.6550679070483	0.51466830749996	Low	Cell_1088	1
Cell_1089	1	1	NA	-3.41464391187034	-3.33354273099928	0.903427648940124	High	Cell_1089	1
Cell_109	1	1	NA	-1.11111263829946	-2.89143443260735	0.705344888265245	Medium	Cell_109	1
Cell_1090	3	1	NA	0.80893318477875	8.51433342331064	0.740063218283467	Medium	Cell_1090	1
Cell_1091	1	1	NA	0.174026948520039	0.444915585757774	0.903123970143497	High	Cell_1091	1
Cell_1092	1	1	NA	-8.00431229671416	-3.80378303466202	0.539502840838395	Low	Cell_1092	1
Cell_1093	1	1	NA	0.530569183739938	-0.7644560170136	0.557668704772368	Low	Cell_1093	1
Cell_1094	2	1	NA	3.14799360186216	2.22553001591013	0.56470814475324	Low	Cell_1094	1
Cell_1095	1	1	NA	-1.18483187459636	-4.41780173796819	0.869374271016568	High	Cell_1095	1
Cell_1096	2	1	NA	2.94512803022721	1.58835729903558	0.878549266722985	High	Cell_1096	1
Cell_1097	1	1	NA	-0.148815113424098	-0.893396329394628	0.99622765427921	High	Cell_1097	1
Cell_1098	3	1	NA	2.61500596975401	7.16646384565148	0.812276493641548	Medium	Cell_1098	1
Cell_1099	1	1	NA	-4.7448267545039	-2.96262106283877	0.644345054286532	Low	Cell_1099	1
Cell_11	2	1	NA	2.96470509570329	0.26022413615251	0.978416672674939	High	Cell_11	1
Cell_110	1	1	NA	3.7750808649476	-7.76327841018048	0.573547345469706	Low	Cell_110	1
Cell_1100	1	1	NA	-2.98535175727055	-3.85039590754156	0.599955887184478	Low	Cell_1100	1
Cell_1101	2	1	NA	1.90259375483668	0.96880550341795	0.900458924355917	High	Cell_1101	1
Cell_1102	1	1	NA	0.847932620845232	-0.806396740187253	0.863881355151534	High	Cell_1102	1
Cell_1103	1	1	NA	0.357215783285774	-0.828694116027438	0.608523987350054	Low	Cell_1103	1
Cell_1104	2	1	NA	3.77436260762566	1.70568305143208	0.872119252686389	High	Cell_1104	1
Cell_1105	2	1	NA	3.74458412434687	1.31889988730916	0.933326854137704	High	Cell_1105	1
Cell_1106	3	1	NA	2.81376301355995	7.22019272870679	0.76470287819393	Medium	Cell_1106	1
Cell_1107	3	1	NA	2.37222070885884	7.44996289022118	0.799319273442961	Medium	Cell_1107	1
Cell_1108	3	1	NA	2.72290670134705	7.50889475415474	0.96881616616156	High	Cell_1108	1
Cell_1109	1	1	NA	-1.65854829141542	-3.25640837887792	0.975362049182877	High	Cell_1109	1
Cell_111	1	1	NA	0.407852742235068	-2.26160260748542	0.967649901635014	High	Cell_111	1
Cell_1110	3	1	NA	2.37459911009275	7.78273103917581	0.830266150645912	Medium	Cell_1110	1
Cell_1111	1	1	NA	1.42271219004894	-2.36031132208972	0.536143290461041	Low	Cell_1111	1
Cell_1112	2	1	NA	2.86589327044137	1.58819635280942	0.913165789330378	High	Cell_1112	1
Cell_1113	1	1	NA	3.98261746109718	-0.104685277130066	0.739772038999945	Medium	Cell_1113	1
Cell_1114	1	1	NA	-8.37221189197232	-4.2693937714212	0.695614391705021	Medium	Cell_1114	1
Cell_1115	1	1	NA	-0.893950610005264	-2.68727927435926	0.649561387836002	Low	Cell_1115	1
Cell_1116	1	1	NA	1.68947135193224	-3.62037017421253	0.622154124779627	Low	Cell_1116	1
Cell_1117	1	1	NA	-1.20934390266909	-2.06850900602292	0.710905065876432	Medium	Cell_1117	1
Cell_1118	3	1	NA	0.372393358285384	8.91803246996209	0.968885088455863	High	Cell_1118	1
Cell_1119	1	1	NA	2.37029822478508	-3.15299575651091	0.632242558291182	Low	Cell_1119	1
Cell_112	2	1	NA	2.68772968121768	2.16044302177562	0.650614449987188	Low	Cell_112	1
Cell_1120	1	1	NA	-2.06442662263916	-2.1972012127175	0.784284377004951	Medium	Cell_1120	1
Cell_1121	1	1	NA	-5.14729394295148	-3.90508088929939	0.60109228384681	Low	Cell_1121	1
Cell_1122	1	1	NA	1.34249263201295	-1.57085488126823	0.596402813447639	Low	Cell_1122	1
Cell_1123	1	1	NA	-1.71756170976064	-3.37231739050323	0.859305872581899	High	Cell_1123	1
Cell_1124	1	1	NA	-3.03684638163383	-2.08719594526717	0.656758947763592	Low	Cell_1124	1
Cell_1125	1	1	NA	1.25756153834951	-2.20514480750653	0.569195063668303	Low	Cell_1125	1
Cell_1126	3	1	NA	2.12288639989164	7.93419649909655	0.529015348874964	Low	Cell_1126	1
Cell_1127	1	1	NA	-7.09359996608444	-3.65918055862411	0.965549820568413	High	Cell_1127	1
Cell_1128	2	1	NA	3.65416282580958	5.42430219933562	0.784169006044976	Medium	Cell_1128	1
Cell_1129	1	1	NA	-5.1763888070634	-4.43646981386601	0.558885180274956	Low	Cell_1129	1
Cell_113	1	1	NA	-6.66473636152444	-3.63025947294943	0.530360285774805	Low	Cell_113	1
Cell_1130	3	1	NA	3.20875900247758	6.31259819791695	0.78239724074956	Medium	Cell_1130	1
Cell_1131	1	1	NA	0.606740618187122	-2.48078422585951	0.770128091447987	Medium	Cell_1131	1
Cell_1132	2	1	NA	3.43081539757065	2.26101164912166	0.909841259242967	High	Cell_1132	1
Cell_1133	3	1	NA	2.06933521436136	7.99383808368589	0.851489751948975	High	Cell_1133	1
Cell_1134	1	1	NA	-6.55944102297222	-4.46163895447055	0.783874186803587	Medium	Cell_1134	1
Cell_1135	1	1	NA	-6.52616791695384	-3.95905950656227	0.860654633142985	High	Cell_1135	1
Cell_1136	2	1	NA	2.52016608741927	0.274213457407872	0.876222106744535	High	Cell_1136	1
Cell_1137	3	1	NA	3.27068794897436	6.32844114192215	0.69071129837539	Medium	Cell_1137	1
Cell_1138	1	1	NA	-8.1731293223493	-3.71569029760125	0.64400514063891	Low	Cell_1138	1
Cell_1139	1	1	NA	-2.84570704197653	-3.02487967520728	0.76584166358225	Medium	Cell_1139	1
Cell_114	3	1	NA	0.963150117616842	8.71011612092013	0.973863470018841	High	Cell_114	1
Cell_1140	1	1	NA	0.588966209062274	-3.99272532407403	0.629823035676964	Low	Cell_1140	1
Cell_1141	1	1	NA	-0.415603058777456	-2.95366791368039	0.915895158890635	High	Cell_1141	1
Cell_1142	2	1	NA	3.41437796726605	4.58980900056354	0.702681942377239	Medium	Cell_1142	1
Cell_1143	1	1	NA	-3.67789166707656	-2.87513329872498	0.536315962788649	Low	Cell_1143	1
Cell_1144	3	1	NA	-1.2828195892296	9.27104644776434	0.976879312307574	High	Cell_1144	1
Cell_1145	1	1	NA	0.0106457257177237	-3.33865870227291	0.608591891475953	Low	Cell_1145	1
Cell_1146	1	1	NA	2.87161705490758	-3.01146178448143	0.702812633360736	Medium	Cell_1146	1
Cell_1147	1	1	NA	-0.567770800374052	-0.951065832130601	0.812834157724865	Medium	Cell_1147	1
Cell_1148	1	1	NA	-1.42255748319953	-3.11610296725954	0.814202401903458	Medium	Cell_1148	1
Cell_1149	2	1	NA	2.87221807433679	-0.570571326934362	0.664119332097471	Low	Cell_1149	1
Cell_115	1	1	NA	-2.46239230943847	-3.66344124276019	0.860298136714846	High	Cell_115	1
Cell_1150	2	1	NA	3.71076780951411	4.59760925499415	0.569454745971598	Low	Cell_1150	1
Cell_1151	1	1	NA	-1.23057747662855	-1.58981889621684	0.957328585209325	High	Cell_1151	1
Cell_1152	2	1	NA	3.71481886021086	3.88123477257859	0.799557983642444	Medium	Cell_1152	1
Cell_1153	2	1	NA	3.66809883374929	3.18520171390742	0.874803547980264	High	Cell_1153	1
Cell_1154	1	1	NA	-2.72807336864265	-2.39138278858477	0.959477372583933	High	Cell_1154	1
Cell_1155	3	1	NA	2.85177275284945	6.6607503837499	0.764382697991095	Medium	Cell_1155	1
Cell_1156	2	1	NA	3.10847248322348	2.33408847541904	0.685989373014309	Medium	Cell_1156	1
Cell_1157	1	1	NA	-5.80365357539907	-4.46970658452365	0.532904160558246	Low	Cell_1157	1
Cell_1158	3	1	NA	-0.0629340147285633	9.03431037094633	0.927184961852618	High	Cell_1158	1
Cell_1159	1	1	NA	-1.22971121139075	-2.70367009894831	0.755205650697462	Medium	Cell_1159	1
Cell_116	1	1	NA	-6.05099396216058	-4.38562708853791	0.571147147798911	Low	Cell_116	1
Cell_1160	1	1	NA	1.04161902573807	-0.291701772891433	0.60499902931042	Low	Cell_1160	1
Cell_1161	2	1	NA	4.07972980842607	3.1947802122988	0.687921718345024	Medium	Cell_1161	1
Cell_1162	2	1	NA	3.33169807331568	2.33674228377371	0.603682749904692	Low	Cell_1162	1
Cell_1163	2	1	NA	4.31546469660128	5.20836702204001	0.729620408616029	Medium	Cell_1163	1
Cell_1164	1	1	NA	-1.45153700122472	-1.81327032334418	0.620751125039533	Low	Cell_1164	1
Cell_1165	3	1	NA	2.61207663172314	7.53891762494803	0.55934516119305	Low	Cell_1165	1
Cell_1166	1	1	NA	-3.45835608331776	-2.94746247794549	0.536234574858099	Low	Cell_1166	1
Cell_1167	3	1	NA	3.38257630820282	5.68590254854792	0.845494924928062	High	Cell_1167	1
Cell_1168	1	1	NA	-1.05310511326787	-2.20961405684628	0.643478809623048	Low	Cell_1168	1
Cell_1169	3	1	NA	-1.15649353680941	9.25000165799971	0.574706247774884	Low	Cell_1169	1
Cell_117	2	1	NA	2.71020473712815	0.733318223338817	0.774642328033224	Medium	Cell_117	1
Cell_1170	1	1	NA	-2.30958162771204	-2.80788141983953	0.986216004588641	High	Cell_1170	1
Cell_1171	2	1	NA	2.04759969627681	-0.185593985807534	0.70525719516445	Medium	Cell_1171	1
Cell_1172	1	1	NA	-1.39190746399542	-4.69689207274532	0.700906927115284	Medium	Cell_1172	1
Cell_1173	1	1	NA	-7.23304417096688	-3.93265053215998	0.824278174317442	Medium	Cell_1173	1
Cell_1174	2	1	NA	2.13687007121807	0.0841262326630488	0.958152869832702	High	Cell_1174	1
Cell_1175	2	1	NA	5.04060411404684	3.72909435876081	0.608331069466658	Low	Cell_1175	1
Cell_1176	1	1	NA	-0.643901800934626	-2.55286108286995	0.773999435943551	Medium	Cell_1176	1
Cell_1177	1	1	NA	1.59005155271098	-1.76163629444009	0.8600252289325	High	Cell_1177	1
Cell_1178	2	1	NA	3.59004031671968	3.35236548397331	0.698623002623208	Medium	Cell_1178	1
Cell_1179	1	1	NA	0.286626741696983	-3.0292152262508	0.547000696300529	Low	Cell_1179	1
Cell_118	1	1	NA	-1.45328248576305	-2.98702922844962	0.977045619278215	High	Cell_118	1
Cell_1180	1	1	NA	-4.00648366256061	-2.93365502438742	0.817448202520609	Medium	Cell_1180	1
Cell_1181	2	1	NA	4.00602932675525	3.39855631149241	0.501239405130036	Low	Cell_1181	1
Cell_1182	1	1	NA	-1.0057316264566	0.492992699287602	0.605261619901285	Low	Cell_1182	1
Cell_1183	1	1	NA	-6.02221981004269	-4.28868799028258	0.839511404745281	High	Cell_1183	1
Cell_1184	3	1	NA	2.68782936669087	6.20915204879272	0.933094565174542	High	Cell_1184	1
Cell_1185	1	1	NA	2.61494827060944	-2.42137805394081	0.89984855777584	High	Cell_1185	1
Cell_1186	1	1	NA	0.529820798458269	-1.75480107849973	0.567498199176043	Low	Cell_1186	1
Cell_1187	3	1	NA	2.5695964039443	7.59971657362471	0.693749128840864	Medium	Cell_1187	1
Cell_1188	2	1	NA	3.73223959392981	5.48916099322001	0.894235964515246	High	Cell_1188	1
Cell_1189	3	1	NA	2.16960275999164	7.81826696626752	0.846456833300181	High	Cell_1189	1
Cell_119	1	1	NA	-1.84290541848712	-3.29290481527476	0.792741676559672	Medium	Cell_119	1
Cell_1190	3	1	NA	0.976344734884624	8.73881794385977	0.797136485693045	Medium	Cell_1190	1
Cell_1191	1	1	NA	2.47823386611104	-3.12296448267535	0.561928825685754	Low	Cell_1191	1
Cell_1192	1	1	NA	-5.64551125141291	-3.87492341711744	0.777539051370695	Medium	Cell_1192	1
Cell_1193	1	1	NA	2.54600662812406	-2.25256283507434	0.724705693894066	Medium	Cell_1193	1
Cell_1194	2	1	NA	1.65269142544174	-0.342860432050834	0.883083264343441	High	Cell_1194	1
Cell_1195	2	1	NA	1.54838104567123	-0.538765234810689	0.51304886082653	Low	Cell_1195	1
Cell_1196	1	1	NA	-4.73267226794511	-3.22794129026302	0.597585715935566	Low	Cell_1196	1
Cell_1197	2	1	NA	3.49116075961519	4.08251171053618	0.940617282409221	High	Cell_1197	1
Cell_1198	1	1	NA	-2.59530992054684	-2.2108567887118	0.554900796734728	Low	Cell_1198	1
Cell_1199	1	1	NA	-7.65239931741335	-3.74117452979557	0.984275463968515	High	Cell_1199	1
Cell_12	3	1	NA	3.19689888712233	6.51137756517053	0.726667078095488	Medium	Cell_12	1
Cell_120	1	1	NA	1.12441468855317	-0.878577111973047	0.702255140873604	Medium	Cell_120	1
Cell_1200	2	1	NA	2.84966797468797	5.56963361790087	0.692599296453409	Medium	Cell_1200	1
Cell_1201	1	1	NA	2.49261461252114	-2.49030412400541	0.929295703652315	High	Cell_1201	1
Cell_1202	2	1	NA	3.51049402450782	2.00892365030539	0.943692377302796	High	Cell_1202	1
Cell_1203	1	1	NA	-2.97448789882588	-3.17256735429587	0.74454574927222	Medium	Cell_1203	1
Cell_1204	1	1	NA	-4.75096346226648	-3.84799426891552	0.85904590447899	High	Cell_1204	1
Cell_1205	3	1	NA	3.47809831197225	5.92572787399165	0.743352786288597	Medium	Cell_1205	1
Cell_1206	3	1	NA	2.66987349648084	7.57285192314688	0.994354430469684	High	Cell_1206	1
Cell_1207	1	1	NA	0.250839996428821	-1.38359261081472	0.532375564798713	Low	Cell_1207	1
Cell_1208	3	1	NA	3.35885487350621	6.63397852013322	0.578831388964318	Low	Cell_1208	1
Cell_1209	1	1	NA	-3.06956889048319	-2.13582467549582	0.892674309201539	High	Cell_1209	1
Cell_121	1	1	NA	-0.962054716261543	-1.92679368052759	0.82394673966337	Medium	Cell_121	1
Cell_1210	1	1	NA	1.10365518049939	-1.23475350056597	0.771094144904055	Medium	Cell_1210	1
Cell_1211	2	1	NA	3.48870038477013	2.68783343465297	0.708273672615178	Medium	Cell_1211	1
Cell_1212	2	1	NA	3.95616140118798	1.9369161264113	0.999441324500367	High	Cell_1212	1
Cell_1213	2	1	NA	2.13368743127578	-0.676723644511198	0.627836558502167	Low	Cell_1213	1
Cell_1214	2	1	NA	3.97503751976683	1.82786092229693	0.753937835572287	Medium	Cell_1214	1
Cell_1215	1	1	NA	-4.81934962545437	-4.42239088130504	0.539485588786192	Low	Cell_1215	1
Cell_1216	2	1	NA	1.53439473345663	-1.13034012790204	0.906834182213061	High	Cell_1216	1
Cell_1217	1	1	NA	-4.77530787770215	-3.83845552214698	0.691089580068365	Medium	Cell_1217	1
Cell_1218	2	1	NA	3.34470748790232	4.65117889712179	0.901091353967786	High	Cell_1218	1
Cell_1219	1	1	NA	-4.48126861079392	-4.18147513268618	0.598961818381213	Low	Cell_1219	1
Cell_122	1	1	NA	-0.824437005537901	-2.23448046250518	0.659910308546387	Low	Cell_122	1
Cell_1220	1	1	NA	-2.49535472716077	-2.72269828387249	0.973199885105714	High	Cell_1220	1
Cell_1221	2	1	NA	4.2788014097503	4.3794166740006	0.672836237121373	Medium	Cell_1221	1
Cell_1222	1	1	NA	-0.836326576233305	0.692221638526652	0.761025123647414	Medium	Cell_1222	1
Cell_1223	3	1	NA	3.33486460654438	6.0282784726678	0.555844003218226	Low	Cell_1223	1
Cell_1224	3	1	NA	2.92361546879229	7.02034094366346	0.942987425602041	High	Cell_1224	1
Cell_1225	2	1	NA	3.35417433127563	2.25560851647455	0.97712748660706	High	Cell_1225	1
Cell_1226	2	1	NA	3.61090979184431	3.1380404023655	0.520190381561406	Low	Cell_1226	1
Cell_1227	1	1	NA	-7.41458055055674	-4.18345050586774	0.74680809432175	Medium	Cell_1227	1
Cell_1228	2	1	NA	3.88868785433599	3.22562107808575	0.613031852408312	Low	Cell_1228	1
Cell_1229	3	1	NA	1.10683265464456	8.59790145344163	0.929400169639848	High	Cell_1229	1
Cell_123	3	1	NA	-0.603552860228071	9.13346823766818	0.653860005433671	Low	Cell_123	1
Cell_1230	1	1	NA	1.1366891211921	-1.07232686855619	0.765467866905965	Medium	Cell_1230	1
Cell_1231	1	1	NA	0.842241617140751	-1.42057473123465	0.50231907540001	Low	Cell_1231	1
Cell_1232	1	1	NA	0.159437193958534	-0.669164797775767	0.638780040084384	Low	Cell_1232	1
Cell_1233	2	1	NA	2.2326882417372	0.652151405341215	0.662601571530104	Low	Cell_1233	1
Cell_1234	1	1	NA	-6.04014569726796	-3.5495643066322	0.794353138306178	Medium	Cell_1234	1
Cell_1235	2	1	NA	3.07285495374466	-0.0767989604395373	0.624842350371182	Low	Cell_1235	1
Cell_1236	2	1	NA	2.78552247325722	-0.115548133794338	0.52155864040833	Low	Cell_1236	1
Cell_1237	1	1	NA	-6.18315276817312	-4.40933488758484	0.555339393788017	Low	Cell_1237	1
Cell_1238	1	1	NA	0.79295527122973	-1.4767452495637	0.851876906002872	High	Cell_1238	1
Cell_1239	1	1	NA	-1.17799228712387	-4.16241917866605	0.969510619412176	High	Cell_1239	1
Cell_124	2	1	NA	2.05664756883588	-0.936208378189717	0.609883815632202	Low	Cell_124	1
Cell_1240	2	1	NA	3.51437957532149	2.35539082960037	0.655584509018809	Low	Cell_1240	1
Cell_1241	2	1	NA	3.16010388810127	1.88154835385752	0.539246465079486	Low	Cell_1241	1
Cell_1242	1	1	NA	-5.59033453912899	-4.59210354044646	0.660872045671567	Low	Cell_1242	1
Cell_1243	1	1	NA	-2.29516302322077	-3.01288569785628	0.81245276844129	Medium	Cell_1243	1
