	6.891_extended_-/-	6.891_extended_+/+	7.2312_extended_+/+	6.7822_extended_+/+	7.4419_extended_+/+	7.4419_extended_-/-	6.8277_extended_-/-	6.8277_extended_+/+	6.777_extended_+/+	6.777_extended_-/-	7.327_extended_+/+	7.1474_extended_+/+	7.1474_extended_-/-	7.1123_extended_+/+	6.9423_extended_-/-	6.9423_extended_+/+	7.1287_extended_+/+	7.1287_extended_-/-	7.3081_extended_+/+	7.0582_extended_+/+	7.0582_extended_-/-	7.0035_extended_+/+	7.0035_extended_-/-
Cell_0047	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0048	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0049	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0050	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0051	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0052	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0053	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0054	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0055	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0056	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0057	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0058	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0059	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0060	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
Cell_0061	0.01328392714675535	0.015417444490528873	0.015755185843954776	0.023955338255501935	0.005301984775135395	0.004077194598342155	0.0001581355612097038	0.01196215016443101	0.016247375134403545	0.0021209954625626753	0.02434880595736063	0.015892766545765158	0.008052593690234163	0.015086004855976361	0.0017037627849311007	0.018496101394459674	0.01768959105682897	0.007439123289977715	0.01820616264393187	0.014215697447855492	0.006790638270742581	0.01072499550391953	0.003274522624933712
