TF	target	importance	rho	context
6.6822	7.2304	0.6405143655334483	0.38047136526424846	positive tf2g
6.6822	7.0592	0.6401051117178751	0.1294361207855472	positive tf2g
6.6822	6.5664	0.2621171290852531	0.37773170447373616	positive tf2g
6.6822	7.182	0.05644793456958907	0.4040336197892033	positive tf2g
6.6822	7.1794	0.35382992768289795	0.5122750673258369	positive tf2g
6.8412	6.9947	0.3525930078589996	0.11097822677739602	positive tf2g
6.8412	7.3804	0.26953424924557157	0.2496305789341298	positive tf2g
6.8412	6.8558	0.037772704976869416	0.2634395135187265	positive tf2g
7.7375	6.9991	0.041708505742605075	0.12554003558789825	positive tf2g
7.7375	8.0477	0.1387535477426206	0.3322231917712355	positive tf2g
7.7375	6.9094	1.315329777428708	0.6074275621763601	positive tf2g
7.7375	7.242	0.2799654010722795	0.2704367469848458	positive tf2g
7.7375	6.803	1.9375630408123705	0.5141825886749174	positive tf2g
7.7375	6.9317	1.6073719539890285	0.45056966624005423	positive tf2g
7.7375	8.4421	0.9406606362378984	0.2333370010983992	positive tf2g
7.7375	7.7912	0.11829198353030472	0.16891879207907845	positive tf2g
7.7375	7.1619	0.906115965391953	0.33812651912624214	positive tf2g
7.5995	6.9727	0.01780451548838995	0.12203104581177165	positive tf2g
7.5995	6.9646	1.2004316334566394	0.10784408835102194	positive tf2g
7.5995	7.088	0.5238304206459038	0.3783762524491169	positive tf2g
6.6175	7.0175	0.9151339073030156	0.09308040807866902	positive tf2g
6.6175	7.581	0.22343904608023785	0.36310458818405067	positive tf2g
6.6175	6.8449	0.7660452083591067	0.29042821446944855	positive tf2g
6.6175	8.5945	1.1375050554649362	-0.003332509257184313	negative tf2g
6.6175	6.8109	0.2653980781572181	0.2301476229304077	positive tf2g
6.6175	7.9793	0.6295523737723073	0.23633979717913317	positive tf2g
6.6175	7.4548	0.023879196056999546	0.19167584733816248	positive tf2g
7.1474	6.7993	0.9477374990904586	0.48972997928202067	positive tf2g
7.1474	6.8253	0.06520974992113918	0.18763077741644657	positive tf2g
7.1474	7.7375	0.10092869226147073	0.6158125092467286	positive tf2g
7.1474	6.3792	1.432090577710548	0.044302778610753546	positive tf2g
7.2419	7.1725	0.10119931074251497	0.02946863720307008	positive tf2g
7.2419	7.6232	0.3387998417076132	0.28531590386237904	positive tf2g
7.2419	6.8573	0.20661195891569717	-0.11070178224387944	negative tf2g
7.1123	7.4156	0.8920804957215533	0.17908429145874583	positive tf2g
7.1123	6.5975	0.04371889746036805	0.2412091215571567	positive tf2g
7.1123	6.7764	1.0651116388123194	0.34013882504858495	positive tf2g
7.3695	7.2847	0.1720055079344783	0.14428259063765767	positive tf2g
7.3695	7.7801	0.20875055590389835	0.4288129845914445	positive tf2g
7.3695	8.5867	1.6998241749789578	0.5590297088390686	positive tf2g
7.3695	6.9864	0.15366425961512215	0.3809882707630686	positive tf2g
7.3695	6.8489	0.11789466166678902	0.4363986598508291	positive tf2g
7.3695	8.177	0.5712474955833469	0.5083465705309194	positive tf2g
7.3695	7.0855	0.40218976400838896	0.6270014331462839	positive tf2g
6.8113	7.5266	2.299872965732158	0.38820716697015256	positive tf2g
6.8113	6.884	0.5645389784980044	0.33806466545291364	positive tf2g
6.8113	7.0643	0.3879444051284315	0.3555123065819965	positive tf2g
6.8113	7.1777	0.08048880743447225	0.49950635397271287	positive tf2g
6.8113	7.5046	1.0225484591844807	-0.06059597616325224	negative tf2g
6.8113	7.0826	0.15644869215382232	0.3316488438969594	positive tf2g
6.8113	8.0247	0.09709660695238684	0.09623900293501025	positive tf2g
6.8113	6.904	0.47126829200207154	0.12649059312496677	positive tf2g
7.6232	6.8664	0.5269999707406341	0.1474884312967878	positive tf2g
7.6232	6.5003	0.3355712943443716	0.5517435242108151	positive tf2g
7.6232	6.7513	0.20944727434395397	0.3279190049549986	positive tf2g
7.6232	7.4325	0.09561119277079663	0.4316269785382635	positive tf2g
7.6232	6.6958	0.36477035094287735	0.3153242270035001	positive tf2g
7.6232	6.7106	0.8916343315394769	0.3231668281909209	positive tf2g
7.3854	7.2273	0.23869030122140478	0.6248424326824867	positive tf2g
7.3854	8.016	0.5089200915229464	0.5042916208030753	positive tf2g
7.3854	6.7092	0.034019896875186535	0.46446845973751033	positive tf2g
7.3854	7.1769	0.7207298114183012	0.43967982426588026	positive tf2g
7.3854	7.4541	0.17259176464942858	0.5233958855280257	positive tf2g
7.3854	8.2846	0.3363684887032518	0.28554146805710284	positive tf2g
7.3854	7.8165	0.1397404653684448	0.1017611564750891	positive tf2g
7.4285	8.167	0.1572441552132382	0.4376873039749337	positive tf2g
7.4285	7.2419	0.30167518903723234	0.367956604427846	positive tf2g
7.4285	8.1795	0.7384175880534167	0.3974626326106632	positive tf2g
7.4285	6.9094	0.35441199716196814	0.4585480352611544	positive tf2g
6.8984	6.9258	0.22945671884276492	0.42638029352935736	positive tf2g
6.8984	7.1151	0.9352979225338383	0.18925167537644333	positive tf2g
6.8984	7.7821	0.11559344854041408	0.5022959428123009	positive tf2g
6.8984	7.2559	0.09743459310459572	0.4840275597595941	positive tf2g
6.8984	7.0228	0.2843120479717634	0.24210187390081114	positive tf2g
6.8984	8.5945	0.2592540568712872	0.31470108149373194	positive tf2g
6.8984	8.0514	0.08418461219107763	0.5414198091324355	positive tf2g
6.8984	7.1449	0.371961292565198	0.32949584912455543	positive tf2g
6.8984	8.4123	0.018323484067667588	0.31674935657934244	positive tf2g
6.8984	6.4042	0.1987347480826556	0.22532982367021914	positive tf2g
6.8984	6.9973	0.42509527413932874	0.3943522159541163	positive tf2g
6.8606	6.8174	0.07860923594607515	0.18537053227566824	positive tf2g
6.8606	7.0998	1.2328799409729834	0.45226847135870246	positive tf2g
6.8606	6.9825	0.7299506660036889	0.5465295008763688	positive tf2g
6.8606	7.9043	0.34110604835366665	0.1911837377964838	positive tf2g
6.8606	6.3792	0.2987166698149618	0.020603481131121815	positive tf2g
6.8606	7.0917	1.2714844707982373	0.18375216059477112	positive tf2g
6.8606	6.6056	0.26200859509287966	0.3153342411229436	positive tf2g
6.6246	7.0746	0.11354848300371419	0.21646862883895762	positive tf2g
6.6246	6.5945	0.4325480589261204	0.1253049818783017	positive tf2g
6.6246	7.0793	0.4611073004545428	0.10801754970606459	positive tf2g
6.6246	6.5812	0.4584272089332487	0.3440644741971347	positive tf2g
6.6246	6.6524	0.2636019143761903	0.45202833643327034	positive tf2g
6.6246	6.9462	0.06105710432072428	0.5007315868744121	positive tf2g
6.6246	7.0062	0.04424853727505288	0.2496914105648907	positive tf2g
6.6246	7.246	0.30015846862973866	0.5349394264560653	positive tf2g
6.6246	7.1731	0.9412572169411548	0.07019921286689532	positive tf2g
6.6246	6.6967	0.11850286252710827	0.3870416725974028	positive tf2g
6.6246	8.0831	0.0031987950211956576	0.27469491174045296	positive tf2g
6.634	7.0437	0.5839692355875742	0.6705100632199357	positive tf2g
6.634	6.8858	0.010293812674190307	0.4200627583155415	positive tf2g
6.634	6.9727	0.5475780082956097	0.20900970948050518	positive tf2g
6.634	7.2309	0.434579327631706	0.20247403639714567	positive tf2g
6.634	6.7691	0.7823665593207906	0.45608831962671037	positive tf2g
6.9423	7.1539	0.4936707396337133	0.379935842471119	positive tf2g
6.9423	6.6847	0.7470477057735905	0.12390072358818366	positive tf2g
6.9423	7.2309	0.4983812871064003	0.4279502908216909	positive tf2g
6.9423	6.7092	0.7977134095699498	0.03664188821634551	positive tf2g
6.9423	6.777	1.400378966834657	0.005151438033898836	positive tf2g
7.4861	6.6899	0.22321394362339098	0.427279033334335	positive tf2g
7.4861	6.8745	0.3243162858861833	0.626728198080716	positive tf2g
7.4861	7.1625	0.4039589336829227	0.5026754243291409	positive tf2g
7.1149	6.6199	0.6950974986941307	0.11606093624773808	positive tf2g
7.1149	7.5094	0.9384084737927891	0.4309494438322934	positive tf2g
7.1149	7.038	0.1651520065130108	0.2888427546185954	positive tf2g
7.1149	7.2084	0.6575428472326014	0.5920211812495605	positive tf2g
7.1149	6.8643	0.24013823781416438	0.49669528811251246	positive tf2g
7.1149	7.1031	0.01797022190945087	0.21192067137760007	positive tf2g
7.1287	7.9043	1.299213169626188	0.19456795294071944	positive tf2g
7.1287	6.995	1.1535831490940458	0.5226420650088435	positive tf2g
7.1287	9.9524	0.7743821015097673	0.268497202441983	positive tf2g
7.1287	6.8699	0.20572988965684189	0.15545742632284312	positive tf2g
7.1287	7.2791	0.7689797811758369	0.639482445287717	positive tf2g
7.1287	6.8111	0.4611987395666688	0.1350035716656728	positive tf2g
7.1287	6.8832	1.8573801276619473	0.27747598985417404	positive tf2g
7.1287	7.7691	0.6429136805556758	0.4363846006434785	positive tf2g
7.3081	7.6718	0.3238675680098782	0.47482281636357204	positive tf2g
7.3081	7.4109	0.03476906251917917	0.44708865724083174	positive tf2g
7.3081	6.67	0.11467995534603506	-0.10229826509236406	negative tf2g
7.3081	6.8113	0.02270217688360386	0.48583791230954215	positive tf2g
7.3081	8.0062	0.23033241234289342	0.0034173917644173546	positive tf2g
7.1769	5.95	0.13742330108289083	0.29888257320636336	positive tf2g
7.1769	7.2805	0.47570824194658456	0.20289762974011266	positive tf2g
7.1769	6.8213	0.467963269836035	0.32597413345302956	positive tf2g
7.1769	6.8984	0.23455094384765235	0.451282909610489	positive tf2g
7.1769	7.2847	0.40165272636375254	0.4214967120033613	positive tf2g
7.1769	7.0038	0.0008532433614217367	0.5639992897039345	positive tf2g
7.0582	6.7604	0.06702753030932752	0.4446491960834395	positive tf2g
7.0582	6.6579	0.909760668281328	0.30698582675095576	positive tf2g
7.0582	6.8033	0.3681276316289472	0.09700751735426355	positive tf2g
7.0582	6.8941	1.7815729063438392	0.040904146915229866	positive tf2g
7.0582	8.4123	0.13774456137696348	0.48926711257294275	positive tf2g
7.0582	7.9793	0.06862526754594511	0.459643390714132	positive tf2g
7.2791	7.4285	0.36015033268171	0.5146760230277261	positive tf2g
7.2791	6.3792	0.03612659888255005	0.23594486763374561	positive tf2g
7.2791	7.3329	0.3211460039487719	0.005150869230306776	positive tf2g
7.2791	6.8488	0.41666286276996894	0.2730612265698688	positive tf2g
7.2791	7.6718	0.04202839241808177	0.312233580523499	positive tf2g
7.2791	6.8425	0.03139490647224261	0.19302647658093053	positive tf2g
7.2791	6.7429	0.6853705056563796	0.282056434241549	positive tf2g
8.177	7.0018	1.2015096358078419	0.23669085935805156	positive tf2g
8.177	7.6232	0.5026839856833796	0.2581872036654983	positive tf2g
8.177	7.4541	0.050379799047687884	0.07230748176913912	positive tf2g
8.177	7.2304	0.39652582272830317	-0.07793955731958008	negative tf2g
8.177	6.7555	2.393318798711777	0.18576599671256114	positive tf2g
8.177	7.0111	0.07092012181003893	0.04346067547792665	positive tf2g
8.177	6.6942	0.4677540109491869	0.2722111298269331	positive tf2g
8.177	6.8496	0.1410695769504352	0.6529943708252889	positive tf2g
8.177	7.4131	0.4849621565380779	0.045029685797539465	positive tf2g
8.5945	7.2469	0.6023926243440182	0.33036381854875174	positive tf2g
8.5945	7.4209	0.17346390435689135	0.01326097548187738	positive tf2g
8.5945	7.1111	0.16082580535193378	0.5242626040685011	positive tf2g
8.5945	6.8622	0.4483167651205778	0.5550827539894808	positive tf2g
8.5945	8.6721	0.3937303005270876	0.10480425818889164	positive tf2g
8.5945	6.7915	0.968931467398627	0.05074580145785543	positive tf2g
8.5945	6.6005	0.016880474865649274	0.09735613611143623	positive tf2g
8.5945	6.8663	1.5153409868798386	1.0	positive tf2g
8.5945	6.6579	1.2848150924771855	0.7614694031813287	positive tf2g
7.0035	7.0491	0.5250725562432206	0.36737847293908965	positive tf2g
7.0035	7.013	1.392617496370453	0.6157712240746966	positive tf2g
7.0035	7.8116	1.8825384794573745	0.2700075954207458	positive tf2g
7.0035	7.1556	0.9816027977320718	0.4358384283848358	positive tf2g
7.0035	6.9607	1.199406489949619	0.07296797406283495	positive tf2g
7.0035	6.7274	0.20320003978723275	0.23783217034500037	positive tf2g
7.0035	6.7376	0.728978043913296	0.2743897642540644	positive tf2g
7.0035	6.9007	0.416664051029673	-0.014841929120423925	negative tf2g
7.0035	6.6677	0.4629919829675855	0.33761991323054963	positive tf2g
7.0035	6.7581	0.7715882882784046	0.40150257441646564	positive tf2g
7.031	8.2846	0.26156709932632927	0.17915274284729468	positive tf2g
7.031	7.581	0.44580526329084375	0.5774916453700629	positive tf2g
7.031	7.0437	0.752842679722009	0.23743267653623754	positive tf2g
7.031	6.6075	0.39365964797636205	0.1324453208493978	positive tf2g
7.031	6.4208	0.20323108206781068	0.07770099006461023	positive tf2g
7.031	7.0936	0.12925055222030762	0.10570335545823825	positive tf2g
7.031	6.8328	0.9449218028812271	0.343519916279196	positive tf2g
7.031	6.7182	0.015229352590395047	0.392116532316754	positive tf2g
6.7057	6.6681	0.4888260320470758	0.12524342257833518	positive tf2g
6.7057	6.6082	0.9024532203321043	0.22458783656359113	positive tf2g
6.7057	8.1231	1.0615619007195518	0.026612168283578097	positive tf2g
6.7057	6.8892	0.06797800426700841	0.3011442562198245	positive tf2g
6.7057	7.0634	0.44356516721132777	0.6880508586963824	positive tf2g
6.9383	7.0992	0.2720180969196752	0.31270265225609173	positive tf2g
6.9383	7.0251	0.4759041035809008	0.15357659888830466	positive tf2g
6.9383	8.1784	0.27538566681709725	0.8621235848492474	positive tf2g
8.0338	7.3556	0.2372367930348841	0.2945512955346079	positive tf2g
8.0338	8.1231	0.9749414000987573	0.574123979156359	positive tf2g
8.0338	6.995	1.1261529603689648	0.3397714291565247	positive tf2g
8.0338	7.8165	0.7645748712882836	0.809172474718914	positive tf2g
6.771	6.4208	0.1591486952147277	0.29852222602393524	positive tf2g
6.771	6.7869	1.0047573572818227	0.4627681141301378	positive tf2g
7.1619	6.8558	0.858910044663252	0.4519392248879234	positive tf2g
7.1619	7.1314	0.049911820750689014	0.060556053854483705	positive tf2g
7.1619	7.0561	0.01174297801501628	-4.8278336531870636e-05	negative tf2g
7.1619	6.9398	0.041099866446480636	0.35298787898044837	positive tf2g
7.1619	7.0335	0.6543488219514026	0.5893483474035707	positive tf2g
7.1619	14.48	0.545239089727994	0.29802195415835314	positive tf2g
7.1619	8.1784	0.654305568031956	0.08201943422062669	positive tf2g
