"Gene","entropy_int","entropy_ext","entropy_tot"
"G1462",1.23129591618249,0.555204475211414,1.7865003913939
"G892",1.22932972304836,0.449799641611334,1.67912936465969
"G650",1.22801749236309,0.538622019612456,1.76663951197555
"G3323",1.2268649086966,0.576996145335656,1.80386105403225
"G887",1.22459689474474,0.508154092043156,1.7327509867879
"G1195",1.21908046079763,0.493625142740056,1.71270560353769
"G3567",1.21838069799212,0.432582227027357,1.65096292501948
"G1057",1.21585789108764,0.668552504326304,1.88441039541395
"G3177",1.2154754390396,0.429464744477463,1.64494018351706
"G3973",1.21367628077098,0.565139293908554,1.77881557467953
"G936",1.2135665662422,0.505727023602964,1.71929358984516
"G4119",1.21333032688751,0.575724684934913,1.78905501182242
"G2097",1.20340654903017,0.516789294146005,1.72019584317617
"G638",1.20132100076958,0.427541476155459,1.62886247692504
"G2884",1.20119143943124,0.427326884219519,1.62851832365076
"G2726",1.2003444436564,0.870039007696095,2.07038345135249
"G844",1.19611200343471,0.496031331622549,1.69214333505725
"G3239",1.19543875626933,0.442302181409853,1.63774093767919
"G349",1.19470023661557,0.458245556756927,1.6529457933725
"G1440",1.19098142605162,0.670008036644006,1.86098946269563
"G1648",1.18752143507085,0.670607898243562,1.85812933331441
"G4194",1.1873975292681,0.457557052014811,1.64495458128291
"G4299",1.18343092206912,0.521219688788626,1.70465061085774
"G1959",1.18150743287338,0.623818550921248,1.80532598379463
"G2583",1.17921465943007,0.436363549310759,1.61557820874083
"G1036",1.17890693611368,0.524762153330604,1.70366908944428
"G3252",1.17724586823845,0.51923904940396,1.69648491764241
"G2622",1.17627079448505,0.771204877785573,1.94747567227062
"G3676",1.17402636222837,0.658906538142488,1.83293290037086
"G1815",1.17374505323983,0.50664467991215,1.68038973315198
"G4047",1.17291483033465,0.724324965894976,1.89723979622963
"G2930",1.17165818550734,0.465525316555498,1.63718350206284
"G4282",1.17136947341125,0.709039696374057,1.88040916978531
"G15",1.16556670199027,0.427739134919981,1.59330583691025
"G2848",1.16343327135695,0.513057067935081,1.67649033929203
"G187",1.1631431178555,0.505471839807542,1.66861495766304
"G3326",1.16276790500128,0.494645664504941,1.65741356950622
"G1116",1.16228285462483,0.857456470449731,2.01973932507456
"G2341",1.15606767001725,0.610580003349379,1.76664767336663
"G1580",1.15567625890826,0.61487950881025,1.77055576771851
"G2656",1.153761447916,0.425919571142299,1.5796810190583
"G1029",1.15305798221874,0.520827674330952,1.67388565654969
"G110",1.15212736149221,0.54201873720979,1.694146098702
"G1479",1.15127265156493,0.557497284912238,1.70876993647717
"G666",1.15026854595864,0.83543965759033,1.98570820354897
"G3754",1.14359173235924,0.74694483700001,1.89053656935925
"G2879",1.14315753533776,0.861822293480089,2.00497982881785
"G3298",1.14256985875703,0.466824367015476,1.60939422577251
"G2818",1.1418928924997,0.493088468855637,1.63498136135534
"G965",1.14030209164913,0.576439849890747,1.71674194153987
"G2603",1.13912891597422,0.486673303384087,1.6258022193583
"G686",1.13612864742775,0.611925208067459,1.74805385549521
"G163",1.13609650019844,0.479051422824615,1.61514792302305
"G600",1.13369922689107,0.526101150440142,1.65980037733121
"G1305",1.13137693658873,0.648176629958963,1.7795535665477
"G1404",1.13092906142704,0.602901881514453,1.73383094294149
"G63",1.12970214128223,0.44378635553447,1.5734884968167
"G503",1.12925465944857,0.549363098489185,1.67861775793776
"G2677",1.12834207105196,0.542506565324983,1.67084863637694
"G1545",1.12599430839901,0.498848623754408,1.62484293215341
"G4492",1.12249639824013,0.592235510055813,1.71473190829595
"G1953",1.12096657254801,0.532370871391426,1.65333744393944
"G2525",1.1188592644384,0.559389667108671,1.67824893154707
"G2265",1.11586263016891,0.611262545941556,1.72712517611047
"G4146",1.1117530349389,0.43544530702794,1.54719834196684
"G2302",1.11155884362837,0.566491249385042,1.67805009301341
"G1744",1.10788421802135,0.501751715633381,1.60963593365473
"G3383",1.1071670482821,0.563276882796236,1.67044393107833
"G1998",1.10607152496357,0.637978444966692,1.74404996993026
"G3622",1.1039570714439,0.592203095372702,1.6961601668166
"G4063",1.10337143053586,0.483288175348005,1.58665960588386
"G2581",1.10029244979657,0.543885837879755,1.64417828767633
"G2193",1.09994506162035,0.497467282208903,1.59741234382925
"G3511",1.09921053657149,0.534185216753073,1.63339575332457
"G4209",1.09909730789787,0.472644456067451,1.57174176396532
"G2279",1.09755650050216,0.426062384368425,1.52361888487059
"G4029",1.09645776913525,0.479172976049864,1.57563074518511
"G3806",1.09551807005744,0.570676624661466,1.66619469471891
"G4296",1.09510019661318,0.634524274085832,1.72962447069901
"G1446",1.09328602752799,0.701400441612162,1.79468646914015
"G3668",1.09290858138147,0.747538401549787,1.84044698293125
"G2423",1.09271178454947,0.58152109016452,1.67423287471399
"G3641",1.09031632560285,0.915212825836565,2.00552915143942
"G850",1.09013624766238,0.685762027917626,1.77589827558001
"G1372",1.08987182353329,0.528840853243494,1.61871267677679
"G2474",1.08882898117841,0.472261812741997,1.5610907939204
"G2422",1.0872303109414,0.482398708581594,1.569629019523
"G3862",1.08463402624008,0.789096780349181,1.87373080658926
"G383",1.08434170610175,0.430111116573721,1.51445282267547
"G2403",1.08255823235212,0.691771745796734,1.77432997814885
"G2837",1.07609290227805,0.519933818537504,1.59602672081555
"G2470",1.07543708592465,0.617283805081769,1.69272089100642
"G3321",1.07432891649566,0.470067048836478,1.54439596533214
"G3333",1.07419436092167,0.443389907428254,1.51758426834993
"G848",1.0737620048762,0.574422581147439,1.64818458602364
"G1434",1.07217674309384,0.559008972961163,1.63118571605501
"G1874",1.07106955636489,0.593842910013307,1.6649124663782
"G2238",1.06961876980017,0.707767757230602,1.77738652703077
"G4361",1.06878782302732,0.469666720613549,1.53845454364087
"G309",1.06640234939655,0.460851581977087,1.52725393137363
"G1010",1.0663398050384,0.602786569913293,1.66912637495169
"G1019",1.06536931844742,0.615295872433879,1.6806651908813
"G2024",1.06424636072393,0.709436261678032,1.77368262240196
"G4303",1.06362503404031,0.6965077714556,1.76013280549591
"G4355",1.06183720511226,0.426240886278692,1.48807809139096
"G1506",1.06154160988483,0.430211038526382,1.49175264841121
"G1847",1.06034949279753,0.56099469455201,1.62134418734954
"G2375",1.06034117839139,0.568752185645549,1.62909336403694
"G3827",1.05849479822986,0.472663003277363,1.53115780150722
"G601",1.05770882670558,0.622259283933196,1.67996811063878
"G4279",1.05696901570966,0.445194840318724,1.50216385602838
"G1616",1.0554036822304,0.695987376138067,1.75139105836847
"G2340",1.05493366650258,0.490499096690484,1.54543276319306
"G3258",1.05425779945337,0.507612152520402,1.56186995197377
"G3487",1.05359281643162,0.710856211672191,1.76444902810382
"G931",1.05312765316524,0.52592549759994,1.57905315076518
"G4056",1.05263018663311,0.496300804677422,1.54893099131053
"G49",1.05231277076194,0.42902537084387,1.48133814160581
"G723",1.05167462572255,0.426130595266535,1.47780522098908
"G3022",1.05096233575782,0.506015479398335,1.55697781515615
"G3058",1.04863223790956,0.543316341930824,1.59194857984038
"G1844",1.04705219054385,0.71230996638345,1.7593621569273
"G2920",1.0435914564704,0.490650006063152,1.53424146253356
"G3048",1.03956921426927,0.455736576038041,1.49530579030731
"G3030",1.03945706290006,0.479703889631121,1.51916095253118
"G2957",1.03541703854519,0.538259272524411,1.5736763110696
"G733",1.03507392828445,0.931158176279385,1.96623210456383
"G3015",1.03478448007469,0.491026071196147,1.52581055127083
"G3519",1.0344190486192,0.549672280416425,1.58409132903563
"G2025",1.03427014981727,0.462708472828158,1.49697862264543
"G3044",1.03265883945733,0.514061676537119,1.54672051599445
"G4027",1.03235946751193,0.564003766726257,1.59636323423819
"G3621",1.03202794534,0.554293396005878,1.58632134134588
"G3274",1.02971243923012,0.702505611575341,1.73221805080546
"G1740",1.02937467261199,0.620025804654913,1.6494004772669
"G1769",1.02927780267679,0.595763868112351,1.62504167078914
"G2964",1.02883783446242,0.464155232694422,1.49299306715684
"G3957",1.02811160881931,0.541720196814858,1.56983180563417
"G3529",1.02664169510201,0.572509113923391,1.5991508090254
"G3471",1.02584225596302,0.547789774372693,1.57363203033571
"G3954",1.02481061048843,0.821978102244597,1.84678871273303
"G4435",1.02275525120136,0.6572623858373,1.68001763703866
"G2804",1.02258256625319,0.550680153542137,1.57326271979533
"G831",1.02253356183148,0.427063573872428,1.44959713570391
"G3406",1.02194488019721,0.506938352551763,1.52888323274897
"G11",1.02095369853085,0.450781524578032,1.47173522310889
"G4397",1.01894812621876,0.638372311333297,1.65732043755206
"G2763",1.01781219225425,0.672537696078241,1.69034988833249
"G948",1.01677052744797,0.465537079669223,1.48230760711719
"G3207",1.01547778809775,0.634643534544364,1.65012132264212
"G1762",1.0149088210522,0.452490414143659,1.46739923519586
"G1520",1.01441307805044,0.671282579180487,1.68569565723093
"G254",1.01432416977432,0.734404492836183,1.7487286626105
"G1326",1.01429790543133,0.572137578594238,1.58643548402556
"G3643",1.01357505099069,0.621635272513265,1.63521032350395
"G4345",1.01297843110003,0.477886418780423,1.49086484988046
"G673",1.01242843769889,0.630908803318371,1.64333724101726
"G764",1.01230582059639,0.549127610957186,1.56143343155358
"G2845",1.01210611318902,0.603538266720644,1.61564437990967
"G4306",1.01152802801461,0.509475903978427,1.52100393199304
"G4125",1.01004367354071,0.453394271639655,1.46343794518037
"G4224",1.00980674780256,0.836785091762775,1.84659183956534
"G3914",1.00899680510583,0.796001639414071,1.8049984445199
"G1253",1.00790085745568,0.50131409264034,1.50921495009602
"G3435",1.00768307567151,0.536164874058848,1.54384794973036
"G4382",1.00634895505895,0.627691186858375,1.63404014191733
"G2871",1.00480065290093,0.474875069578378,1.47967572247931
"G4415",1.00385557254933,0.694245734108356,1.69810130665769
"G2996",1.00345458150092,0.889516558786648,1.89297114028757
"G1407",1.00211406574154,0.427052917295774,1.42916698303731
"G2189",1.00149347587701,0.487041819961148,1.48853529583816
"G3233",1.00082000309302,0.627033979806001,1.62785398289902
"G3374",0.99744459565386,0.48151415610851,1.47895875176237
"G2689",0.996450516803561,1.10007027115198,2.09652078795554
"G1937",0.995312859778629,0.571115041873882,1.56642790165251
"G3110",0.993802744079149,0.780768472585942,1.77457121666509
"G2435",0.991598608730179,0.531987753042558,1.52358636177274
"G2773",0.991489902900458,0.533201035593189,1.52469093849365
"G3314",0.99073305328316,0.426232105748201,1.41696515903136
"G2074",0.990495181944615,0.486674700380038,1.47716988232465
"G4390",0.989430189397926,0.459887884946463,1.44931807434439
"G1485",0.989151006063409,0.66596736669331,1.65511837275672
"G659",0.988769173491875,0.53169528642703,1.5204644599189
"G3843",0.988486019212818,0.568373263701628,1.55685928291445
"G1677",0.987376553261082,0.471424965819639,1.45880151908072
"G995",0.985121276470503,0.498361735997894,1.4834830124684
"G3432",0.983894529668873,0.468944094032087,1.45283862370096
"G4434",0.983189528019393,0.562595795511125,1.54578532353052
"G1835",0.980944851206923,0.578246053252516,1.55919090445944
"G4404",0.980753352058835,0.493755449854562,1.4745088019134
"G2657",0.97989136746558,0.530430847482477,1.51032221494806
"G3493",0.979757719722163,0.427484441903869,1.40724216162603
"G2055",0.979752739270103,0.684263730037993,1.6640164693081
"G1719",0.979738719245535,0.595788521766051,1.57552724101159
"G2747",0.978089563021095,0.589798447926405,1.5678880109475
"G872",0.977761938139791,0.558382203205429,1.53614414134522
"G3043",0.976720364334618,0.428685368933657,1.40540573326828
"G3031",0.975001772327284,0.580478737702152,1.55548051002944
"G20",0.973925296797679,0.534050388542461,1.50797568534014
"G3438",0.973821596137164,0.549598362881503,1.52341995901867
"G1157",0.973118505521338,0.557042768869352,1.53016127439069
"G4020",0.972522437217612,0.611086439880187,1.5836088770978
"G3054",0.971216745988085,0.880021272432979,1.85123801842106
"G2121",0.970843557702589,0.705457357858298,1.67630091556089
"G3759",0.970618130649296,0.430061882959766,1.40068001360906
"G318",0.969548148794472,0.968406627427105,1.93795477622158
"G261",0.967417416940015,0.493382701798493,1.46080011873851
"G1383",0.966195554906361,0.429507265797729,1.39570282070409
"G2041",0.965810219692904,0.490570103407884,1.45638032310079
"G2984",0.965339253913125,0.474058400574569,1.43939765448769
"G4256",0.964913305685725,0.427472912706073,1.3923862183918
"G1008",0.964294313518798,0.747258552851274,1.71155286637007
"G4429",0.963615003057841,0.465225843584126,1.42884084664197
"G1324",0.962622220788975,0.658673918220755,1.62129613900973
"G3212",0.961286374517754,0.42848266027294,1.38976903479069
"G1290",0.960812033514539,0.510125567871626,1.47093760138617
"G464",0.959399276866949,0.572814171607984,1.53221344847493
"G2782",0.959282065347125,0.527254358808918,1.48653642415604
"G3685",0.95913922772282,0.620410977282121,1.57955020500494
"G3310",0.957034118106888,0.49095677025235,1.44799088835924
"G729",0.9567096329498,0.475509615676832,1.43221924862663
"G4167",0.955902287888825,0.499284785743911,1.45518707363274
"G4422",0.954676668112377,0.477943381589215,1.43262004970159
"G2488",0.953820223733108,0.657657250326623,1.61147747405973
"G2613",0.952858208471561,0.583990214741879,1.53684842321344
"G324",0.952346184177215,0.427450215143477,1.37979639932069
"G2991",0.952232264755965,0.469522264453081,1.42175452920905
"G3813",0.94930984890921,0.548139289167724,1.49744913807693
"G4121",0.94930434437938,0.425843667332852,1.37514801171223
"G2943",0.947188802938935,0.573552270083447,1.52074107302238
"G3036",0.946832654429533,0.495416369150834,1.44224902358037
"G2030",0.946467911829901,0.563036496570733,1.50950440840063
"G1631",0.946462076107409,0.56763074262653,1.51409281873394
"G4019",0.946157322521885,0.616480983976258,1.56263830649814
"G3466",0.945501822378797,0.607073313032816,1.55257513541161
"G3619",0.944840626575066,0.713332344870206,1.65817297144527
"G3488",0.944157905999677,0.510567038208763,1.45472494420844
"G3158",0.943568764242677,0.538996996040975,1.48256576028365
"G3084",0.943544798159377,0.425936229751715,1.36948102791109
"G2044",0.943363373205537,0.506513076261284,1.44987644946682
"G3351",0.942136948132662,0.551494175740548,1.49363112387321
"G444",0.941277894545059,0.528169839555917,1.46944773410098
"G4337",0.940409508619145,0.592081757826108,1.53249126644525
"G1389",0.940359221929305,0.494791151985666,1.43515037391497
"G2895",0.938147101924517,0.515095376598333,1.45324247852285
"G3459",0.937888433487008,0.686497758409067,1.62438619189607
"G284",0.937031262080051,0.544120755223796,1.48115201730385
"G3356",0.936850942206552,0.602298056765172,1.53914899897172
"G3460",0.934720746572292,0.481644010932359,1.41636475750465
"G2058",0.934325213906577,0.443448444392378,1.37777365829896
"G4039",0.934055138708409,0.890366622536021,1.82442176124443
"G1818",0.933740237201965,0.426661820443821,1.36040205764579
"G934",0.933208992289657,0.559431612862428,1.49264060515208
"G793",0.931557201581997,0.465807567518298,1.39736476910029
"G2778",0.930756157714751,0.532782772062135,1.46353892977689
"G2450",0.930376172014946,0.515244043694668,1.44562021570961
"G3263",0.929625851704205,0.485713055657806,1.41533890736201
"G219",0.929607800516572,0.51235646055272,1.44196426106929
"G1260",0.928561870077689,0.692090449536747,1.62065231961444
"G2789",0.927732976448757,0.636880156477569,1.56461313292633
"G1662",0.927591796024899,0.643648788041105,1.571240584066
"G1578",0.927140012405618,0.534411042080441,1.46155105448606
"G3472",0.926948372007069,0.540291095869422,1.46723946787649
"G1448",0.926890031663982,0.445719745916842,1.37260977758082
"G2660",0.921375970896227,0.50674412423704,1.42812009513327
"G1386",0.920995835820068,0.426245589992517,1.34724142581258
"G1585",0.920374838424507,0.862705167576735,1.78308000600124
"G16",0.920254705044826,0.475439901613324,1.39569460665815
"G3534",0.920218285533487,0.548473813668027,1.46869209920151
"G2877",0.919854785748947,0.797430112710882,1.71728489845983
"G4013",0.919772026589222,0.428555902552377,1.3483279291416
"G2168",0.918792681404044,1.12974615502072,2.04853883642476
"G3848",0.918547885727951,0.510935377533646,1.4294832632616
"G116",0.917749197008687,0.459135946862578,1.37688514387127
"G3355",0.91696931633306,0.578401730530664,1.49537104686372
"G1035",0.91594403596174,0.618624620144848,1.53456865610659
"G2783",0.915498828183277,0.67595020723299,1.59144903541627
"G2109",0.915007529334701,0.591845639747895,1.5068531690826
"G1200",0.912859544185869,0.493884238055056,1.40674378224093
"G4342",0.912657755910291,0.548125798930439,1.46078355484073
"G93",0.91110400383358,0.91263070162178,1.82373470545536
"G2331",0.909600320857608,0.565921978333348,1.47552229919096
"G2440",0.908695707919262,0.540039524068901,1.44873523198816
"G3315",0.907302934868823,0.507228132668383,1.41453106753721
"G3114",0.906588581536321,0.533906026454495,1.44049460799082
"G472",0.906386700464757,0.810104057373319,1.71649075783808
"G3675",0.905875844246374,0.548070387657171,1.45394623190354
"G1406",0.905351041129115,0.552382359228518,1.45773340035763
"G2575",0.905224537305053,0.551685902674392,1.45691043997945
"G1927",0.905177525942515,1.07015479893741,1.97533232487993
"G2746",0.903561078202883,0.49852995019959,1.40209102840247
"G2961",0.903056147986957,0.475269031886162,1.37832517987312
"G3205",0.902920304717622,0.542746162592173,1.44566646730979
"G1119",0.90290729909675,0.708554759251954,1.6114620583487
"G1536",0.902756695140231,0.501825517635763,1.40458221277599
"G4297",0.902504034944,0.426851482167112,1.32935551711111
"G4411",0.902320740643393,0.654768224263849,1.55708896490724
"G36",0.90169647863327,0.427290599459868,1.32898707809314
"G616",0.901425309756421,0.465108629120377,1.3665339388768
"G320",0.897462221504164,0.426828451825158,1.32429067332932
"G2394",0.896732145495807,0.811497401664009,1.70822954715982
"G3497",0.896297197920361,0.549044688632922,1.44534188655328
"G2754",0.896153568610962,0.558279130710414,1.45443269932138
"G3262",0.895765649402066,0.600356512090899,1.49612216149296
"G3755",0.894658193572044,0.477233695447829,1.37189188901987
"G2777",0.892257135650039,0.495955219084002,1.38821235473404
"G2366",0.89089391572297,0.485094662986183,1.37598857870915
"G2919",0.890634299085862,0.635774254739416,1.52640855382528
"G1906",0.890544967837129,0.568124254596738,1.45866922243387
"G1907",0.888208935857195,0.618336868634335,1.50654580449153
"G418",0.884414378626291,0.518631710736452,1.40304608936274
"G1093",0.883897705147466,0.540338952994155,1.42423665814162
"G3367",0.881494332588118,0.583090807715975,1.46458514030409
"G2926",0.881475024837875,0.727696841697095,1.60917186653497
"G1646",0.880751314405001,0.426956498182749,1.30770781258775
"G28",0.880466776577804,0.426702155576905,1.30716893215471
"G1764",0.879889281842303,1.16856342373462,2.04845270557692
"G4078",0.87843656871151,0.487728342334278,1.36616491104579
"G299",0.877719387878814,0.456744346443922,1.33446373432274
"G2651",0.876430067989337,0.504415788138706,1.38084585612804
"G4380",0.875884082055233,0.487483204671638,1.36336728672687
"G4497",0.875489570201736,0.467746273495345,1.34323584369708
"G2269",0.874399213762613,0.523815092871522,1.39821430663413
"G3553",0.873961294998031,1.39515059615309,2.26911189115112
"G1074",0.873923939249813,0.473088165412273,1.34701210466209
"G1842",0.873530607139261,0.605530140713876,1.47906074785314
"G2451",0.873189822004233,0.597076067335983,1.47026588934022
"G2404",0.872987040132645,0.523672429601498,1.39665946973414
"G2515",0.872657810728364,0.501177996146587,1.37383580687495
"G2468",0.872576573679641,0.676773325204928,1.54934989888457
"G1893",0.87222751633134,0.501633604480119,1.37386112081146
"G1622",0.872044762704648,0.58972950713967,1.46177426984432
"G89",0.871051702011122,0.675732721326729,1.54678442333785
"G3143",0.870796050516517,0.768139966052386,1.6389360165689
"G1431",0.869623181424321,0.49575098397126,1.36537416539558
"G4440",0.869234317318199,0.893244663393156,1.76247898071136
"G3767",0.868580146904221,0.429471624248863,1.29805177115308
"G3825",0.867956530101835,0.514736976984554,1.38269350708639
"G4221",0.867675137554607,0.426011220218673,1.29368635777328
"G4496",0.866101718033013,1.05861517775552,1.92471689578853
"G2983",0.865452976316933,0.432201359953322,1.29765433627025
"G2916",0.864679386737735,0.491044099723264,1.355723486461
"G3498",0.864430249334983,0.520520898058108,1.38495114739309
"G2647",0.864317530256495,0.700960304522224,1.56527783477872
"G1256",0.863586981363803,0.590565544476259,1.45415252584006
"G3174",0.863118284955959,0.437591840771098,1.30071012572706
"G521",0.862747428287358,0.611423357259656,1.47417078554701
"G4409",0.86255874429828,0.62650099256743,1.48905973686571
"G3597",0.861730561736141,0.486145490271553,1.34787605200769
"G4431",0.861463164696656,0.503090269392274,1.36455343408893
"G1034",0.861037235703878,0.521605682250904,1.38264291795478
"G2266",0.860959881671319,0.425827985838804,1.28678786751012
"G1777",0.860880803636932,0.549975064186522,1.41085586782345
"G942",0.859436706795734,0.573975063586242,1.43341177038198
"G2893",0.858716276867215,0.662101821698589,1.5208180985658
"G3748",0.858098603958629,0.450578901153999,1.30867750511263
"G3362",0.857875673909818,0.428479506525628,1.28635518043545
"G138",0.856584371938207,0.563268127686582,1.41985249962479
"G2444",0.856384038168018,0.490492188383214,1.34687622655123
"G1608",0.855336661500577,0.547295271834694,1.40263193333527
"G493",0.85452803771347,0.44498152999675,1.29950956771022
"G3153",0.853572544069146,0.527320438741534,1.38089298281068
"G4040",0.85322331958764,0.568799472998533,1.42202279258617
"G2293",0.852201707030888,0.5163972939752,1.36859900100609
"G316",0.851890180264401,0.638721716311103,1.4906118965755
"G2611",0.851541183617002,0.908877363997625,1.76041854761463
"G3810",0.85125547472182,0.657147116590495,1.50840259131231
"G216",0.850960661393041,0.444100079696808,1.29506074108985
"G1087",0.850744034752932,0.496462594478064,1.347206629231
"G1952",0.850420927256664,0.830266877436397,1.68068780469306
"G2377",0.850113357142153,0.430660776447893,1.28077413359005
"G3976",0.849630201319245,0.485397265968142,1.33502746728739
"G2148",0.849196937215404,0.520734563491603,1.36993150070701
"G1653",0.849153980947781,0.549167417118383,1.39832139806616
"G4476",0.848953786475295,0.533757235123192,1.38271102159849
"G2822",0.848525260509987,0.633675772793789,1.48220103330378
"G3639",0.847843805601884,0.428395146049828,1.27623895165171
"G369",0.845672109440509,0.534344257283266,1.38001636672377
"G4196",0.845168046248827,0.599035149356962,1.44420319560579
"G12",0.84496405280611,0.446945513890757,1.29190956669687
"G1730",0.844785188088476,0.713327543102723,1.5581127311912
"G2316",0.844097774514318,0.491673160464851,1.33577093497917
"G3282",0.843229775503304,0.509177773449581,1.35240754895289
"G332",0.843147968802892,0.54807609417438,1.39122406297727
