Regulator	Target	Edge_Value	Source	Gold_Standard_Value
G333	G3200	1	IEntropy_True_Positive_Corrected	1
G207	G3200	1	IEntropy_True_Positive_Corrected	1
G244	G593	1	IEntropy_True_Positive_Corrected	1
G268	G593	1	IEntropy_True_Positive_Corrected	1
G333	G593	1	IEntropy_True_Positive_Corrected	1
G86	G593	1	IEntropy_True_Positive_Corrected	1
G86	G2744	1	IEntropy_True_Positive_Corrected	1
G55	G3751	1	IEntropy_True_Positive_Corrected	1
G86	G835	1	IEntropy_True_Positive_Corrected	1
G110	G2723	1	IEntropy_True_Positive_Corrected	1
G219	G2723	1	IEntropy_True_Positive_Corrected	1
G23	G3140	1	IEntropy_True_Positive_Corrected	1
G55	G1080	1	IEntropy_True_Positive_Corrected	1
G145	G3828	1	IEntropy_True_Positive_Corrected	1
G55	G3828	1	IEntropy_True_Positive_Corrected	1
G313	G702	1	IEntropy_True_Positive_Corrected	1
G55	G702	1	IEntropy_True_Positive_Corrected	1
G309	G796	1	IEntropy_True_Positive_Corrected	1
G89	G796	1	IEntropy_True_Positive_Corrected	1
G244	G796	1	IEntropy_True_Positive_Corrected	1
G268	G796	1	IEntropy_True_Positive_Corrected	1
G210	G796	1	IEntropy_True_Positive_Corrected	1
G333	G796	1	IEntropy_True_Positive_Corrected	1
G309	G847	1	IEntropy_True_Positive_Corrected	1
G92	G847	1	IEntropy_True_Positive_Corrected	1
G313	G847	1	IEntropy_True_Positive_Corrected	1
G305	G847	1	IEntropy_True_Positive_Corrected	1
G268	G847	1	IEntropy_True_Positive_Corrected	1
G333	G847	1	IEntropy_True_Positive_Corrected	1
G268	G534	1	IEntropy_True_Positive_Corrected	1
G282	G534	1	IEntropy_True_Positive_Corrected	1
G333	G534	1	IEntropy_True_Positive_Corrected	1
G207	G534	1	IEntropy_True_Positive_Corrected	1
G268	G2479	1	IEntropy_True_Positive_Corrected	1
G55	G2479	1	IEntropy_True_Positive_Corrected	1
G333	G2479	1	IEntropy_True_Positive_Corrected	1
G281	G3371	1	IEntropy_True_Positive_Corrected	1
G244	G3371	1	IEntropy_True_Positive_Corrected	1
G145	G4356	1	IEntropy_True_Positive_Corrected	1
G55	G4356	1	IEntropy_True_Positive_Corrected	1
G84	G700	1	IEntropy_True_Positive_Corrected	1
G268	G3879	1	IEntropy_True_Positive_Corrected	1
G55	G3879	1	IEntropy_True_Positive_Corrected	1
G333	G3879	1	IEntropy_True_Positive_Corrected	1
G55	G4173	1	IEntropy_True_Positive_Corrected	1
G259	G2709	1	IEntropy_True_Positive_Corrected	1
G254	G2709	1	IEntropy_True_Positive_Corrected	1
G188	G2709	1	IEntropy_True_Positive_Corrected	1
G268	G4083	1	IEntropy_True_Positive_Corrected	1
G333	G4083	1	IEntropy_True_Positive_Corrected	1
G313	G3562	1	IEntropy_True_Positive_Corrected	1
G55	G3562	1	IEntropy_True_Positive_Corrected	1
G4	G1532	1	IEntropy_True_Positive_Corrected	1
G268	G1532	1	IEntropy_True_Positive_Corrected	1
G55	G1532	1	IEntropy_True_Positive_Corrected	1
G333	G1532	1	IEntropy_True_Positive_Corrected	1
G23	G1658	1	IEntropy_True_Positive_Corrected	1
G268	G1658	1	IEntropy_True_Positive_Corrected	1
G55	G1658	1	IEntropy_True_Positive_Corrected	1
G333	G1658	1	IEntropy_True_Positive_Corrected	1
G110	G353	1	IEntropy_True_Positive_Corrected	1
G219	G353	1	IEntropy_True_Positive_Corrected	1
G23	G3489	1	IEntropy_True_Positive_Corrected	1
G23	G2543	1	IEntropy_True_Positive_Corrected	1
G86	G2680	1	IEntropy_True_Positive_Corrected	1
G110	G1462	1	IEntropy_True_Positive_Corrected	1
G219	G1462	1	IEntropy_True_Positive_Corrected	1
G244	G650	1	IEntropy_True_Positive_Corrected	1
G23	G887	1	IEntropy_True_Positive_Corrected	1
G268	G887	1	IEntropy_True_Positive_Corrected	1
G55	G887	1	IEntropy_True_Positive_Corrected	1
G333	G887	1	IEntropy_True_Positive_Corrected	1
G187	G1195	1	IEntropy_True_Positive_Corrected	1
G313	G1195	1	IEntropy_True_Positive_Corrected	1
G140	G3973	1	IEntropy_True_Positive_Corrected	1
G313	G936	1	IEntropy_True_Positive_Corrected	1
G55	G936	1	IEntropy_True_Positive_Corrected	1
G110	G4119	1	IEntropy_True_Positive_Corrected	1
G219	G4119	1	IEntropy_True_Positive_Corrected	1
G92	G2097	1	IEntropy_True_Positive_Corrected	1
G73	G2884	1	IEntropy_True_Positive_Corrected	1
G172	G844	1	IEntropy_True_Positive_Corrected	1
G55	G1036	1	IEntropy_True_Positive_Corrected	1
G110	G3252	1	IEntropy_True_Positive_Corrected	1
G219	G3252	1	IEntropy_True_Positive_Corrected	1
G281	G3676	1	IEntropy_True_Positive_Corrected	1
G305	G3676	1	IEntropy_True_Positive_Corrected	1
G55	G4282	1	IEntropy_True_Positive_Corrected	1
G313	G187	1	IEntropy_True_Positive_Corrected	1
G92	G3326	1	IEntropy_True_Positive_Corrected	1
G55	G3326	1	IEntropy_True_Positive_Corrected	1
G254	G1116	1	IEntropy_True_Positive_Corrected	1
G188	G1116	1	IEntropy_True_Positive_Corrected	1
G140	G2341	1	IEntropy_True_Positive_Corrected	1
G4	G1029	1	IEntropy_True_Positive_Corrected	1
G268	G1029	1	IEntropy_True_Positive_Corrected	1
G55	G1029	1	IEntropy_True_Positive_Corrected	1
G333	G1029	1	IEntropy_True_Positive_Corrected	1
G10	G110	1	IEntropy_True_Positive_Corrected	1
G281	G110	1	IEntropy_True_Positive_Corrected	1
G22	G110	1	IEntropy_True_Positive_Corrected	1
G55	G110	1	IEntropy_True_Positive_Corrected	1
G259	G666	1	IEntropy_True_Positive_Corrected	1
G281	G666	1	IEntropy_True_Positive_Corrected	1
G244	G3754	1	IEntropy_True_Positive_Corrected	1
G268	G3754	1	IEntropy_True_Positive_Corrected	1
G55	G3754	1	IEntropy_True_Positive_Corrected	1
G333	G3754	1	IEntropy_True_Positive_Corrected	1
G244	G2818	1	IEntropy_True_Positive_Corrected	1
G313	G965	1	IEntropy_True_Positive_Corrected	1
G55	G965	1	IEntropy_True_Positive_Corrected	1
G244	G600	1	IEntropy_True_Positive_Corrected	1
G259	G1404	1	IEntropy_True_Positive_Corrected	1
G244	G1404	1	IEntropy_True_Positive_Corrected	1
G268	G1404	1	IEntropy_True_Positive_Corrected	1
G55	G1404	1	IEntropy_True_Positive_Corrected	1
G333	G1404	1	IEntropy_True_Positive_Corrected	1
G268	G1545	1	IEntropy_True_Positive_Corrected	1
G333	G1545	1	IEntropy_True_Positive_Corrected	1
G199	G1545	1	IEntropy_True_Positive_Corrected	1
G179	G1545	1	IEntropy_True_Positive_Corrected	1
G140	G4492	1	IEntropy_True_Positive_Corrected	1
G116	G2265	1	IEntropy_True_Positive_Corrected	1
G305	G2265	1	IEntropy_True_Positive_Corrected	1
G268	G2265	1	IEntropy_True_Positive_Corrected	1
G333	G2265	1	IEntropy_True_Positive_Corrected	1
G235	G2265	1	IEntropy_True_Positive_Corrected	1
G23	G4146	1	IEntropy_True_Positive_Corrected	1
G55	G4146	1	IEntropy_True_Positive_Corrected	1
G55	G2302	1	IEntropy_True_Positive_Corrected	1
G23	G1744	1	IEntropy_True_Positive_Corrected	1
G92	G4063	1	IEntropy_True_Positive_Corrected	1
G192	G4063	1	IEntropy_True_Positive_Corrected	1
G268	G4063	1	IEntropy_True_Positive_Corrected	1
G333	G4063	1	IEntropy_True_Positive_Corrected	1
G55	G2581	1	IEntropy_True_Positive_Corrected	1
G125	G4209	1	IEntropy_True_Positive_Corrected	1
G23	G4029	1	IEntropy_True_Positive_Corrected	1
G313	G4296	1	IEntropy_True_Positive_Corrected	1
G69	G4296	1	IEntropy_True_Positive_Corrected	1
G125	G3668	1	IEntropy_True_Positive_Corrected	1
G145	G2423	1	IEntropy_True_Positive_Corrected	1
G92	G2474	1	IEntropy_True_Positive_Corrected	1
G268	G2474	1	IEntropy_True_Positive_Corrected	1
G333	G2474	1	IEntropy_True_Positive_Corrected	1
G110	G2837	1	IEntropy_True_Positive_Corrected	1
G219	G2837	1	IEntropy_True_Positive_Corrected	1
G92	G3321	1	IEntropy_True_Positive_Corrected	1
G192	G3321	1	IEntropy_True_Positive_Corrected	1
G268	G3321	1	IEntropy_True_Positive_Corrected	1
G333	G3321	1	IEntropy_True_Positive_Corrected	1
G235	G3333	1	IEntropy_True_Positive_Corrected	1
G13	G1434	1	IEntropy_True_Positive_Corrected	1
G116	G1874	1	IEntropy_True_Positive_Corrected	1
G313	G2238	1	IEntropy_True_Positive_Corrected	1
G55	G2238	1	IEntropy_True_Positive_Corrected	1
G23	G4361	1	IEntropy_True_Positive_Corrected	1
G55	G4361	1	IEntropy_True_Positive_Corrected	1
G323	G309	1	IEntropy_True_Positive_Corrected	1
G244	G1019	1	IEntropy_True_Positive_Corrected	1
G268	G1019	1	IEntropy_True_Positive_Corrected	1
G333	G1019	1	IEntropy_True_Positive_Corrected	1
G313	G2024	1	IEntropy_True_Positive_Corrected	1
G69	G2024	1	IEntropy_True_Positive_Corrected	1
G313	G4303	1	IEntropy_True_Positive_Corrected	1
G55	G4303	1	IEntropy_True_Positive_Corrected	1
G110	G1847	1	IEntropy_True_Positive_Corrected	1
G219	G1847	1	IEntropy_True_Positive_Corrected	1
G313	G2375	1	IEntropy_True_Positive_Corrected	1
G55	G2375	1	IEntropy_True_Positive_Corrected	1
G23	G3827	1	IEntropy_True_Positive_Corrected	1
G172	G4279	1	IEntropy_True_Positive_Corrected	1
G244	G1616	1	IEntropy_True_Positive_Corrected	1
G244	G2340	1	IEntropy_True_Positive_Corrected	1
G55	G2340	1	IEntropy_True_Positive_Corrected	1
G244	G3258	1	IEntropy_True_Positive_Corrected	1
G73	G931	1	IEntropy_True_Positive_Corrected	1
G110	G3058	1	IEntropy_True_Positive_Corrected	1
G219	G3058	1	IEntropy_True_Positive_Corrected	1
G192	G1844	1	IEntropy_True_Positive_Corrected	1
G23	G3048	1	IEntropy_True_Positive_Corrected	1
G277	G3519	1	IEntropy_True_Positive_Corrected	1
G55	G3519	1	IEntropy_True_Positive_Corrected	1
G11	G2025	1	IEntropy_True_Positive_Corrected	1
G55	G2025	1	IEntropy_True_Positive_Corrected	1
G4	G3044	1	IEntropy_True_Positive_Corrected	1
G268	G3044	1	IEntropy_True_Positive_Corrected	1
G55	G3044	1	IEntropy_True_Positive_Corrected	1
G333	G3044	1	IEntropy_True_Positive_Corrected	1
G73	G4027	1	IEntropy_True_Positive_Corrected	1
G268	G3621	1	IEntropy_True_Positive_Corrected	1
G333	G3621	1	IEntropy_True_Positive_Corrected	1
G281	G3274	1	IEntropy_True_Positive_Corrected	1
G277	G2964	1	IEntropy_True_Positive_Corrected	1
G55	G2964	1	IEntropy_True_Positive_Corrected	1
G244	G3529	1	IEntropy_True_Positive_Corrected	1
G116	G3471	1	IEntropy_True_Positive_Corrected	1
G313	G3406	1	IEntropy_True_Positive_Corrected	1
G268	G3406	1	IEntropy_True_Positive_Corrected	1
G55	G3406	1	IEntropy_True_Positive_Corrected	1
G333	G3406	1	IEntropy_True_Positive_Corrected	1
G55	G11	1	IEntropy_True_Positive_Corrected	1
G313	G2763	1	IEntropy_True_Positive_Corrected	1
G69	G2763	1	IEntropy_True_Positive_Corrected	1
G55	G948	1	IEntropy_True_Positive_Corrected	1
G259	G254	1	IEntropy_True_Positive_Corrected	1
G188	G254	1	IEntropy_True_Positive_Corrected	1
G281	G254	1	IEntropy_True_Positive_Corrected	1
G244	G673	1	IEntropy_True_Positive_Corrected	1
G86	G4306	1	IEntropy_True_Positive_Corrected	1
G23	G4125	1	IEntropy_True_Positive_Corrected	1
G92	G4125	1	IEntropy_True_Positive_Corrected	1
G281	G4125	1	IEntropy_True_Positive_Corrected	1
G192	G4125	1	IEntropy_True_Positive_Corrected	1
G268	G4125	1	IEntropy_True_Positive_Corrected	1
G282	G4125	1	IEntropy_True_Positive_Corrected	1
G333	G4125	1	IEntropy_True_Positive_Corrected	1
G220	G4125	1	IEntropy_True_Positive_Corrected	1
G313	G4415	1	IEntropy_True_Positive_Corrected	1
G69	G4415	1	IEntropy_True_Positive_Corrected	1
G55	G3233	1	IEntropy_True_Positive_Corrected	1
G176	G3233	1	IEntropy_True_Positive_Corrected	1
G23	G3374	1	IEntropy_True_Positive_Corrected	1
G268	G3374	1	IEntropy_True_Positive_Corrected	1
G55	G3374	1	IEntropy_True_Positive_Corrected	1
G333	G3374	1	IEntropy_True_Positive_Corrected	1
G10	G2689	1	IEntropy_True_Positive_Corrected	1
G55	G2773	1	IEntropy_True_Positive_Corrected	1
G110	G2074	1	IEntropy_True_Positive_Corrected	1
G219	G2074	1	IEntropy_True_Positive_Corrected	1
G92	G659	1	IEntropy_True_Positive_Corrected	1
G281	G659	1	IEntropy_True_Positive_Corrected	1
G313	G659	1	IEntropy_True_Positive_Corrected	1
G282	G659	1	IEntropy_True_Positive_Corrected	1
G244	G995	1	IEntropy_True_Positive_Corrected	1
G92	G3432	1	IEntropy_True_Positive_Corrected	1
G192	G3432	1	IEntropy_True_Positive_Corrected	1
G268	G3432	1	IEntropy_True_Positive_Corrected	1
G333	G3432	1	IEntropy_True_Positive_Corrected	1
G140	G4434	1	IEntropy_True_Positive_Corrected	1
G73	G4404	1	IEntropy_True_Positive_Corrected	1
G55	G1719	1	IEntropy_True_Positive_Corrected	1
G23	G872	1	IEntropy_True_Positive_Corrected	1
G145	G3031	1	IEntropy_True_Positive_Corrected	1
G55	G3031	1	IEntropy_True_Positive_Corrected	1
G55	G1157	1	IEntropy_True_Positive_Corrected	1
G313	G4020	1	IEntropy_True_Positive_Corrected	1
G55	G4020	1	IEntropy_True_Positive_Corrected	1
G55	G2121	1	IEntropy_True_Positive_Corrected	1
G176	G2121	1	IEntropy_True_Positive_Corrected	1
G92	G2041	1	IEntropy_True_Positive_Corrected	1
G192	G2041	1	IEntropy_True_Positive_Corrected	1
G268	G2041	1	IEntropy_True_Positive_Corrected	1
G333	G2041	1	IEntropy_True_Positive_Corrected	1
G281	G1008	1	IEntropy_True_Positive_Corrected	1
G268	G1290	1	IEntropy_True_Positive_Corrected	1
G333	G1290	1	IEntropy_True_Positive_Corrected	1
G268	G2782	1	IEntropy_True_Positive_Corrected	1
G333	G2782	1	IEntropy_True_Positive_Corrected	1
G23	G3310	1	IEntropy_True_Positive_Corrected	1
G92	G4167	1	IEntropy_True_Positive_Corrected	1
G192	G4167	1	IEntropy_True_Positive_Corrected	1
G277	G4422	1	IEntropy_True_Positive_Corrected	1
G55	G4422	1	IEntropy_True_Positive_Corrected	1
G11	G2991	1	IEntropy_True_Positive_Corrected	1
G55	G2991	1	IEntropy_True_Positive_Corrected	1
G259	G3813	1	IEntropy_True_Positive_Corrected	1
G244	G3813	1	IEntropy_True_Positive_Corrected	1
G268	G3813	1	IEntropy_True_Positive_Corrected	1
G55	G3813	1	IEntropy_True_Positive_Corrected	1
G333	G3813	1	IEntropy_True_Positive_Corrected	1
G313	G3036	1	IEntropy_True_Positive_Corrected	1
G55	G3036	1	IEntropy_True_Positive_Corrected	1
G92	G1631	1	IEntropy_True_Positive_Corrected	1
G192	G1631	1	IEntropy_True_Positive_Corrected	1
G244	G4019	1	IEntropy_True_Positive_Corrected	1
G92	G3466	1	IEntropy_True_Positive_Corrected	1
G69	G3466	1	IEntropy_True_Positive_Corrected	1
G268	G3488	1	IEntropy_True_Positive_Corrected	1
G333	G3488	1	IEntropy_True_Positive_Corrected	1
G268	G3158	1	IEntropy_True_Positive_Corrected	1
G333	G3158	1	IEntropy_True_Positive_Corrected	1
G277	G2895	1	IEntropy_True_Positive_Corrected	1
G55	G2895	1	IEntropy_True_Positive_Corrected	1
G92	G3459	1	IEntropy_True_Positive_Corrected	1
G69	G3459	1	IEntropy_True_Positive_Corrected	1
G332	G284	1	IEntropy_True_Positive_Corrected	1
G113	G3356	1	IEntropy_True_Positive_Corrected	1
G183	G3356	1	IEntropy_True_Positive_Corrected	1
G281	G3356	1	IEntropy_True_Positive_Corrected	1
G315	G3356	1	IEntropy_True_Positive_Corrected	1
G55	G3356	1	IEntropy_True_Positive_Corrected	1
G277	G3460	1	IEntropy_True_Positive_Corrected	1
G55	G3460	1	IEntropy_True_Positive_Corrected	1
G172	G2058	1	IEntropy_True_Positive_Corrected	1
G140	G934	1	IEntropy_True_Positive_Corrected	1
G110	G2450	1	IEntropy_True_Positive_Corrected	1
G219	G2450	1	IEntropy_True_Positive_Corrected	1
G10	G219	1	IEntropy_True_Positive_Corrected	1
G281	G219	1	IEntropy_True_Positive_Corrected	1
G22	G219	1	IEntropy_True_Positive_Corrected	1
G55	G219	1	IEntropy_True_Positive_Corrected	1
G309	G1662	1	IEntropy_True_Positive_Corrected	1
G23	G1662	1	IEntropy_True_Positive_Corrected	1
G313	G1662	1	IEntropy_True_Positive_Corrected	1
G55	G1662	1	IEntropy_True_Positive_Corrected	1
G176	G1662	1	IEntropy_True_Positive_Corrected	1
G55	G2660	1	IEntropy_True_Positive_Corrected	1
G23	G2877	1	IEntropy_True_Positive_Corrected	1
G313	G1035	1	IEntropy_True_Positive_Corrected	1
G282	G1035	1	IEntropy_True_Positive_Corrected	1
G281	G2783	1	IEntropy_True_Positive_Corrected	1
G23	G93	1	IEntropy_True_Positive_Corrected	1
G140	G2331	1	IEntropy_True_Positive_Corrected	1
G116	G2440	1	IEntropy_True_Positive_Corrected	1
G244	G3315	1	IEntropy_True_Positive_Corrected	1
G268	G2575	1	IEntropy_True_Positive_Corrected	1
G333	G2575	1	IEntropy_True_Positive_Corrected	1
G23	G1927	1	IEntropy_True_Positive_Corrected	1
G281	G1927	1	IEntropy_True_Positive_Corrected	1
G313	G2746	1	IEntropy_True_Positive_Corrected	1
G11	G2961	1	IEntropy_True_Positive_Corrected	1
G55	G2961	1	IEntropy_True_Positive_Corrected	1
G55	G3205	1	IEntropy_True_Positive_Corrected	1
G259	G1119	1	IEntropy_True_Positive_Corrected	1
G254	G1119	1	IEntropy_True_Positive_Corrected	1
G89	G1119	1	IEntropy_True_Positive_Corrected	1
G188	G1119	1	IEntropy_True_Positive_Corrected	1
G281	G1119	1	IEntropy_True_Positive_Corrected	1
G23	G4411	1	IEntropy_True_Positive_Corrected	1
G92	G4411	1	IEntropy_True_Positive_Corrected	1
G268	G4411	1	IEntropy_True_Positive_Corrected	1
G69	G4411	1	IEntropy_True_Positive_Corrected	1
G333	G4411	1	IEntropy_True_Positive_Corrected	1
G244	G2394	1	IEntropy_True_Positive_Corrected	1
G55	G2394	1	IEntropy_True_Positive_Corrected	1
G13	G3497	1	IEntropy_True_Positive_Corrected	1
G92	G2754	1	IEntropy_True_Positive_Corrected	1
G192	G2754	1	IEntropy_True_Positive_Corrected	1
G244	G3262	1	IEntropy_True_Positive_Corrected	1
G268	G3262	1	IEntropy_True_Positive_Corrected	1
G333	G3262	1	IEntropy_True_Positive_Corrected	1
G86	G3262	1	IEntropy_True_Positive_Corrected	1
G268	G3755	1	IEntropy_True_Positive_Corrected	1
G333	G3755	1	IEntropy_True_Positive_Corrected	1
G199	G3755	1	IEntropy_True_Positive_Corrected	1
G179	G3755	1	IEntropy_True_Positive_Corrected	1
G84	G1906	1	IEntropy_True_Positive_Corrected	1
G55	G3367	1	IEntropy_True_Positive_Corrected	1
G23	G2926	1	IEntropy_True_Positive_Corrected	1
G55	G2926	1	IEntropy_True_Positive_Corrected	1
G216	G299	1	IEntropy_True_Positive_Corrected	1
G268	G2269	1	IEntropy_True_Positive_Corrected	1
G333	G2269	1	IEntropy_True_Positive_Corrected	1
G55	G1074	1	IEntropy_True_Positive_Corrected	1
G313	G2451	1	IEntropy_True_Positive_Corrected	1
G55	G2451	1	IEntropy_True_Positive_Corrected	1
G92	G2404	1	IEntropy_True_Positive_Corrected	1
G281	G2404	1	IEntropy_True_Positive_Corrected	1
G313	G2404	1	IEntropy_True_Positive_Corrected	1
G282	G2404	1	IEntropy_True_Positive_Corrected	1
G145	G2515	1	IEntropy_True_Positive_Corrected	1
G55	G2515	1	IEntropy_True_Positive_Corrected	1
G244	G1893	1	IEntropy_True_Positive_Corrected	1
G23	G89	1	IEntropy_True_Positive_Corrected	1
G19	G89	1	IEntropy_True_Positive_Corrected	1
G210	G89	1	IEntropy_True_Positive_Corrected	1
G281	G3825	1	IEntropy_True_Positive_Corrected	1
G244	G3825	1	IEntropy_True_Positive_Corrected	1
G305	G2983	1	IEntropy_True_Positive_Corrected	1
G55	G2916	1	IEntropy_True_Positive_Corrected	1
G235	G3498	1	IEntropy_True_Positive_Corrected	1
G4	G1034	1	IEntropy_True_Positive_Corrected	1
G268	G1034	1	IEntropy_True_Positive_Corrected	1
G55	G1034	1	IEntropy_True_Positive_Corrected	1
G333	G1034	1	IEntropy_True_Positive_Corrected	1
G244	G2893	1	IEntropy_True_Positive_Corrected	1
G315	G3748	1	IEntropy_True_Positive_Corrected	1
G86	G3153	1	IEntropy_True_Positive_Corrected	1
G199	G4040	1	IEntropy_True_Positive_Corrected	1
G110	G2293	1	IEntropy_True_Positive_Corrected	1
G219	G2293	1	IEntropy_True_Positive_Corrected	1
G313	G316	1	IEntropy_True_Positive_Corrected	1
G55	G316	1	IEntropy_True_Positive_Corrected	1
G313	G3810	1	IEntropy_True_Positive_Corrected	1
G55	G3810	1	IEntropy_True_Positive_Corrected	1
G299	G216	1	IEntropy_True_Positive_Corrected	1
G10	G1952	1	IEntropy_True_Positive_Corrected	1
G244	G1952	1	IEntropy_True_Positive_Corrected	1
G264	G1952	1	IEntropy_True_Positive_Corrected	1
G86	G3976	1	IEntropy_True_Positive_Corrected	1
G36	G1653	1	IEntropy_True_Positive_Corrected	1
G313	G1653	1	IEntropy_True_Positive_Corrected	1
G268	G1653	1	IEntropy_True_Positive_Corrected	1
G333	G1653	1	IEntropy_True_Positive_Corrected	1
G84	G4476	1	IEntropy_True_Positive_Corrected	1
G23	G4196	1	IEntropy_True_Positive_Corrected	1
G282	G4196	1	IEntropy_True_Positive_Corrected	1
G23	G1730	1	IEntropy_True_Positive_Corrected	1
G92	G1730	1	IEntropy_True_Positive_Corrected	1
G313	G1730	1	IEntropy_True_Positive_Corrected	1
G268	G1730	1	IEntropy_True_Positive_Corrected	1
G333	G1730	1	IEntropy_True_Positive_Corrected	1
G268	G2316	1	IEntropy_True_Positive_Corrected	1
G333	G2316	1	IEntropy_True_Positive_Corrected	1
G66	G2316	1	IEntropy_True_Positive_Corrected	1
G277	G3282	1	IEntropy_True_Positive_Corrected	1
G55	G3282	1	IEntropy_True_Positive_Corrected	1
G284	G332	1	IEntropy_True_Positive_Corrected	1
G199	G4252	1	IEntropy_True_Positive_Corrected	1
G92	G3561	1	IEntropy_True_Positive_Corrected	1
G192	G3561	1	IEntropy_True_Positive_Corrected	1
G86	G4439	1	IEntropy_True_Positive_Corrected	1
G281	G2392	1	IEntropy_True_Positive_Corrected	1
G244	G2392	1	IEntropy_True_Positive_Corrected	1
G209	G1928	1	IEntropy_True_Positive_Corrected	1
G66	G1928	1	IEntropy_True_Positive_Corrected	1
G259	G188	1	IEntropy_True_Positive_Corrected	1
G254	G188	1	IEntropy_True_Positive_Corrected	1
G281	G188	1	IEntropy_True_Positive_Corrected	1
G55	G2487	1	IEntropy_True_Positive_Corrected	1
G268	G4	1	IEntropy_True_Positive_Corrected	1
G55	G4	1	IEntropy_True_Positive_Corrected	1
G333	G4	1	IEntropy_True_Positive_Corrected	1
G244	G3662	1	IEntropy_True_Positive_Corrected	1
G268	G3662	1	IEntropy_True_Positive_Corrected	1
G333	G3662	1	IEntropy_True_Positive_Corrected	1
G23	G3365	1	IEntropy_True_Positive_Corrected	1
G92	G3365	1	IEntropy_True_Positive_Corrected	1
G192	G3365	1	IEntropy_True_Positive_Corrected	1
G268	G3365	1	IEntropy_True_Positive_Corrected	1
G333	G3365	1	IEntropy_True_Positive_Corrected	1
G220	G3365	1	IEntropy_True_Positive_Corrected	1
G167	G1398	1	IEntropy_True_Positive_Corrected	1
G55	G1398	1	IEntropy_True_Positive_Corrected	1
G268	G1776	1	IEntropy_True_Positive_Corrected	1
G333	G1776	1	IEntropy_True_Positive_Corrected	1
G92	G1539	1	IEntropy_True_Positive_Corrected	1
G313	G1539	1	IEntropy_True_Positive_Corrected	1
G192	G1539	1	IEntropy_True_Positive_Corrected	1
G268	G1539	1	IEntropy_True_Positive_Corrected	1
G55	G1539	1	IEntropy_True_Positive_Corrected	1
G333	G1539	1	IEntropy_True_Positive_Corrected	1
G92	G4058	1	IEntropy_True_Positive_Corrected	1
G192	G4058	1	IEntropy_True_Positive_Corrected	1
G116	G2990	1	IEntropy_True_Positive_Corrected	1
G199	G4143	1	IEntropy_True_Positive_Corrected	1
G55	G434	1	IEntropy_True_Positive_Corrected	1
G36	G2317	1	IEntropy_True_Positive_Corrected	1
G313	G2317	1	IEntropy_True_Positive_Corrected	1
G268	G2317	1	IEntropy_True_Positive_Corrected	1
